Season,Name of Episode,ID of the Episode,Date Aired,Average Rating,Number of Ratings,Description
Season 24,Time and the Rani: Part Two,S24E02,14 Sep. 1987,5.2,304,"The Rani's deviousness inadvertently sets the Doctor and Mel against each other - she having yet seen the Doctor in his new regeneration, he believing Mel is the Rani disguised, and each thinking the other is an agent of utmost evil to be brought down. Two unanswered questions linger: Why has the Rani collected geniuses, and why is she messing around with ""strange matter."""
Season 24,Time and the Rani: Part Three,S24E03,21 Sep. 1987,5.1,295,"The solstice nears, making it time for the Rani to bring her plans into fruition. The Doctor's sympathies for Beyus, ruler of the Lykertyans, are rather qualified. Beyus' heart is for his people yet something prompts him to collaborate fully in helping the Rani reach all her objectives. The answer, he's told, lies within the Center of Leisure."
Season 24,Time and the Rani: Part Four,S24E04,28 Sep. 1987,5.1,304,"The Rani, at last, links the Doctor into her great brain machine, the crowning jewel in her component packet of geniuses brought together to turn Lakertya itself into one vast cerebral mass capable of redirecting time anywhere in the universe, giving her absolute power over all creation."
Season 24,Paradise Towers: Part One,S24E05,5 Oct. 1987,6.3,322,"The Doctor and Mel visit Paradise Towers, a apartment complex in the 21st century, only to find it rat-infested and ruined. Paradise Towers is inhabited by Rezzies (elderly women, at least some of whom are cannibals), Kangs (roving gangs of teenage girls), Pex (a cowardly young warrior who proclaims himself the local hero) and Caretakers led by a Chief whose job is to keep the apartment complex in order. But the Doctor and Mel find that robotic cleaners are killing off everyone in Paradise Towers, one-by-one. The culprit is Kroagnon, the building's award-winning ..."
Season 24,Paradise Towers: Part Two,S24E06,12 Oct. 1987,6.3,284,"The Doctor reunites with the Red Kangs to question why no one questions the steady number of deaths at Paradise Towers. Elsewhere, Mel meets the Blue Kangs who reveal that Pex, the lone young male in the complex (who talks a good game while flanking Mel), is not nearly the heroic and capable fighter he continually boasts of being."
Season 24,Paradise Towers: Part Three,S24E07,19 Oct. 1987,6.3,280,"The Doctor discovers that Paradise Towers' great architect, Kroagnon, was also responsible for Miracle City, an infamous killer habitat. Though chance circumstances permit Mel to avoid a dinner date with a couple of grandmotherly cannibals, the Doctor realizes everyone must band together or be destined for the menu of a greater infamy lurking in the basement."
Season 24,Paradise Towers: Part Four,S24E08,26 Oct. 1987,6.2,286,"Meeting up at the pool, the Doctor leads the surviving Rezzies, Kangs and Caretakers as they draw the line together on the 245th floor against the systematic cleansing of all life by Kroagnon and his robotic Cleaners."
Season 24,Delta and the Bannermen: Part One,S24E09,2 Nov. 1987,5.9,309,"The Bannermen have successfully wiped out all but the last of the Chimeron - Delta, the queen, no less. She escapes with an egg and boards an intergalactic bus of Navarino vacationers heading for 1959 Earth to visit Disneyland. On that bus is Mel, followed closely by the Doctor in his TARDIS."
Season 24,Delta and the Bannermen: Part Two,S24E10,9 Nov. 1987,5.8,269,"The Bannermen are coming to Earth thanks to a signal from an opportunistic bounty hunter recognizing Delta. DIsneyland is safe due to a collision with a satellite that redirects the vacationers to the Shangri-La Holiday Camp in South Wales. There, the camp mechanic is smitten by the Queen Delta and her newly hatched green baby."
Season 24,Delta and the Bannermen: Part Three,S24E11,16 Nov. 1987,5.8,278,"The Doctor's party rallies to the house of an elderly beekeeper where the young Chimeron princess hits another growth spurt that reveals the reason why the Bannermen want the Chimeron wiped out. Meanwhile, Gavrok sets a deadly booby-trap right outside the Doctor's TARDIS, and Billy makes a heedless and irrevocable decision."
Season 24,Dragonfire: Part One,S24E12,23 Nov. 1987,6.4,302,"In Iceworld, a trading port on the dark side of planet Svartos, the Doctor chances across Sabalom Glitz and joins him on a treasure hunt in the frozen caverns of the planet where a dragon is rumored to resides. Meanwhile Mel and a recently fired waitress named Ace run afoul of Kane, the icy director of Iceworld, whose frozen touch means death."
Season 24,Dragonfire: Part Two,S24E13,30 Nov. 1987,6.4,281,"While Mel and Ace run from Glitz's former crewmen (whom he sold to Kane), officers Belazs and Kracauer conspire to overthrow Kane. The Doctor, meanwhile, discovers there really is a dragon in the ice caverns, which turns out to be a bio-mechanoid with a very interesting function."
Season 24,Dragonfire: Part Three,S24E14,7 Dec. 1987,6.6,282,"At last learning the location of the missing key to his spaceship, Kane has the dragon hunted down and Iceworld brutally purged of all visitors; but, the Doctor, visiting the Ice Garden, learns something significant that will put the chagrin on Kane's grand plans for home world vengeance."
Season 25,Remembrance of the Daleks: Part One,S25E01,5 Oct. 1988,8.6,524,The Doctor and Ace travel back to London in November 1963 and are caught in the middle of a Dalek civil war.
Season 25,Remembrance of the Daleks: Part Two,S25E02,12 Oct. 1988,8.7,435,"With two factions of Daleks involved in a race war on Earth, the Doctor takes care of old business by having the Hand of Omega ceremoniously but quietly buried in a churchyard. His actions do not go unobserved, and leaving behind a bored Ace without a purposeful outlet could spell trouble as well."
Season 25,Remembrance of the Daleks: Part Three,S25E03,19 Oct. 1988,8.6,431,"The Doctor plans to let one of the Dalek factions have the Hand of Omega (but not too easily, of course) while keeping Gilmore and his military men preoccupied in a safe territory, but that plan could be threatened by a mole in their midst and a miscalculation on the Doctor's part."
Season 25,Remembrance of the Daleks: Part Four,S25E04,26 Oct. 1988,8.7,438,"The Imperial Dalek Emperor reveals himself to be an old, familiar adversary of the Doctor. Now with the Hand of Omega, the Imperial Daleks expect to rule over both time and the Time Lords. The only snag in the Doctor's plan to thwart this may come from the fascist mole in Gilmore's unit - discovered and detained but escaped to cause mischief, putting both Ace's life and the Doctor's plan at risk."
Season 25,The Happiness Patrol: Part One,S25E05,2 Nov. 1988,6.9,329,"The Doctor and Ace arrive on the earth colony of Terra Alpha, a colony that is under the misguided dictatorship of Helen A. On Terra Alpha, sadness and misery are capital crimes, and ""killjoys' (anyone who does not adhere to these strict laws) are executed on the spot by Helen A's secret police, a motley crew of female assassins known only as ""The Happiness Patrol"". The Doctor and Ace make it their mission to put a stop to Helen A's harsh regime, but that's all easier said than done. What with The Happiness Patrol, undercover snoop Silas P, and Helen A's carnivorous ..."
Season 25,The Happiness Patrol: Part Two,S25E06,9 Nov. 1988,6.9,288,"The Doctor and Earl manage to escape from the Kandy Man and join up with the planet's natives, the Pipe People, enlisting their help to rescue Ace."
Season 25,The Happiness Patrol: Part Three,S25E07,16 Nov. 1988,7.0,289,Helen A has sentenced Ace and Susan Q to the last show at the forum but the Doctor has a plan to rescue them and topple Helen A's regime.
Season 25,Silver Nemesis: Part One,S25E08,23 Nov. 1988,6.6,338,"Earth faces imminent destruction. Nemesis, a comet containing a statue composed of validium (living metal) is due to strike, needing only its bow and arrow to achieve critical mass and become active. Four converging parties know of its power: the Doctor, neo-Nazi assault troops from South America, a 17th century noblewoman steeped in the black arts (in whose image the Nemesis statue was fashioned), and discreet but lethal extra-terrestrials."
Season 25,Silver Nemesis: Part Two,S25E09,30 Nov. 1988,6.5,300,"As hostilities break out between factions vying for ownership of the comet, the Doctor goes after the worst of the lot - Cybermen, using Ace's upgraded boom box to flood Cyber Communications with jazz music while trying to locate the whereabouts of the fleet beyond this mere scouting party."
Season 25,Silver Nemesis: Part Three,S25E10,7 Dec. 1988,6.4,303,"With the Cyber Fleet poised nearby, the Doctor may have no choice but to let them have Nemesis. Meanwhile, Lady Peinforte and Richard navigate modern society, De Flores encounters an open betrayal, and Ace combats Cybermen with a slingshot."
Season 25,The Greatest Show in the Galaxy: Part One,S25E11,14 Dec. 1988,7.4,331,The Doctor persuades Ace to visit the Psychic Circus on the planet Segonax despite her fear of clowns.
Season 25,The Greatest Show in the Galaxy: Part Two,S25E12,21 Dec. 1988,7.4,297,"The Doctor and Ace reach the Psychic Circus, where the Doctor is imprisoned with the other contestants while Ace draws the attention of the Chief Clown."
Season 25,The Greatest Show in the Galaxy: Part Three,S25E13,28 Dec. 1988,7.4,293,"Mags helps the Doctor escape and Deadbeat leads him to Ace, where Bellboy tells them what happened to the Psychic Circus."
